Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Distance_covered,Time_taken (min)
36.0,4.9,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,9,11,45,11,30,1.5544658156545266,27
33.0,5.0,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,13,22,15,19,35,7.761160094160204,33
30.0,4.7,Sunny,Low,2,motorcycle,1.0,No,Urban,2022,3,4,23,15,23,10,16.85208641567295,24
35.0,4.8,Sunny,Medium,0,motorcycle,,No,Metropolitian,2022,3,7,16,50,16,40,6.050438648835732,23
33.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,11,10,35,10,30,3.0907706842873583,27
36.0,4.9,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,26,17,30,17,20,4.674333788013509,30
27.0,4.7,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,20,23,25,23,15,12.43518327861207,22
21.0,4.1,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,16,21,15,21,10,12.161131350318817,34
29.0,2.7,Sunny,Low,2,scooter,2.0,No,Metropolitian,2022,2,18,23,50,23,45,11.719809740060413,38
38.0,4.0,Stormy,Medium,0,motorcycle,1.0,Yes,Metropolitian,2022,2,14,18,55,18,45,19.83962567958235,39
25.0,4.9,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,2022,3,9,10,10,9,55,1.5302997807730143,18
33.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,18,21,50,21,40,12.236322809891128,40
28.0,4.9,Stormy,Medium,1,scooter,0.0,No,Metropolitian,2022,2,16,18,10,17,55,20.506954885363346,27
33.0,4.8,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,3,3,18,35,18,20,7.57343592001983,15
28.0,5.0,Cloudy,Medium,1,motorcycle,,No,Urban,2022,2,16,18,50,18,35,17.29786575291325,39
37.0,4.7,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,13,19,5,18,50,7.461394236453525,28
28.0,4.1,Cloudy,Medium,1,scooter,1.0,No,Urban,2022,3,27,19,10,19,35,12.116939023592712,38
27.0,4.8,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,2,12,19,50,19,40,12.58026782240096,12
35.0,4.2,Fog,High,0,motorcycle,1.0,No,Metropolitian,2022,3,30,11,30,11,15,1.532276469519439,34
22.0,4.7,Fog,Low,1,motorcycle,1.0,No,Urban,2022,2,14,22,35,22,25,13.480986278784098,22
31.0,4.7,Sunny,Low,2,scooter,0.0,No,Metropolitian,2022,3,8,22,50,22,40,10.868263117988388,23
,,,,3,motorcycle,2.0,No,Metropolitian,2022,3,16,19,35,19,35,17120.591395916697,43
28.0,4.3,Sunny,Jam,0,motorcycle,3.0,No,Semi-Urban,2022,3,1,20,25,20,20,7.790160607220383,50
20.0,4.9,Stormy,Jam,1,scooter,1.0,No,Urban,2022,3,29,21,45,21,40,13.970759660746802,15
20.0,4.7,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,18,22,45,22,35,11.98391053513802,24
34.0,4.9,Sunny,High,2,scooter,1.0,No,Urban,2022,3,26,11,50,11,45,3.1091253358399578,18
29.0,4.6,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,6,19,35,23,45,20.851862908260973,16
28.0,4.5,Fog,High,2,scooter,1.0,No,Metropolitian,2022,3,24,11,55,11,40,1.5092307910796248,28
37.0,5.0,Fog,Medium,1,motorcycle,0.0,No,Urban,2022,2,17,15,35,15,20,6.039424422924846,17
23.0,4.8,Sunny,Jam,2,scooter,1.0,No,Metropolitian,2022,2,12,21,40,21,30,12.483795219584318,20
22.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,30,23,25,23,10,4.528570754218756,24
33.0,5.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,2022,3,19,19,35,20,55,4.560734055769101,25
20.0,4.9,Sunny,Low,2,scooter,0.0,No,Metropolitian,2022,3,11,10,20,10,15,3.029522221590093,21
32.0,4.0,Windy,High,2,scooter,1.0,No,Metropolitian,2022,2,15,11,25,11,10,3.0269314857673773,32
35.0,4.9,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,17,15,45,15,40,6.175440417126042,26
21.0,5.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,2,11,17,40,17,25,7.461206718330986,20
36.0,4.9,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,9,16,10,15,55,6.058874461145506,15
,,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,29,19,10,19,35,16.385730104308024,19
39.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,2,11,21,5,19,35,7.631427658413156,29
29.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,9,40,9,30,1.489789766813,28
33.0,4.6,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,1,8,20,8,10,3.0186622920269803,19
23.0,4.6,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,19,21,35,21,30,4.674393132741051,21
26.0,4.9,Sandstorms,High,2,motorcycle,1.0,No,,2022,3,17,11,30,11,25,1.5298767913547426,22
28.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,18,19,15,19,35,12.257118233178144,29
21.0,4.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,12,20,10,19,55,16.635518179509837,37
30.0,4.6,Fog,Medium,1,motorcycle,1.0,No,Urban,2022,4,1,18,30,18,25,4.674181485440602,19
38.0,3.7,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,27,22,45,22,30,16.601046189403373,39
28.0,4.7,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,16,19,25,19,15,19.76218981785925,21
28.0,4.4,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,7,21,45,21,35,9.175193844437826,34
21.0,4.7,Fog,Medium,2,motorcycle,1.0,No,Urban,2022,3,26,19,10,18,55,4.657127681974745,14
23.0,4.3,Fog,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,10,17,40,17,25,10.709003371535417,31
33.0,4.7,Cloudy,Medium,1,motorcycle,,No,Metropolitian,2022,3,28,19,35,17,50,4.5279972125744,16
34.0,4.4,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,14,22,40,22,25,19.87743959766233,40
29.0,4.8,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,3,16,19,35,18,55,16.721288103917214,15
22.0,5.0,Cloudy,Jam,1,motorcycle,0.0,No,Urban,2022,3,10,22,10,21,55,16.902001940859687,35
36.0,4.3,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,21,21,15,21,10,7.546888128063204,37
38.0,4.1,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,22,40,22,30,9.180904863919633,23
31.0,4.6,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,29,21,5,20,50,12.257619701209578,30
33.0,4.9,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,24,17,45,17,40,4.5279972125744,35
33.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,31,18,10,19,35,16.851738065958607,49
39.0,4.0,Windy,High,2,electric_scooter,1.0,No,Urban,2022,3,21,12,25,12,20,6.119692285951988,34
27.0,4.5,Cloudy,Medium,2,electric_scooter,0.0,No,Metropolitian,2022,4,3,17,20,17,10,9.074573554008944,14
27.0,4.8,Sandstorms,Medium,2,electric_scooter,0.0,No,Metropolitian,2022,3,11,16,30,16,20,6.232373004507649,21
34.0,4.9,Windy,Low,1,scooter,0.0,No,,2022,3,16,23,55,23,50,19.76106632827125,18
33.0,4.3,Cloudy,Jam,2,electric_scooter,2.0,No,Metropolitian,2022,3,16,21,45,21,40,14.021726512881596,46
25.0,5.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,2022,3,3,12,45,12,30,6.128363939648455,33
29.0,4.6,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,31,19,35,23,55,12.11684826095673,20
33.0,4.2,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,17,19,50,19,45,9.077679565695693,33
22.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,2022,4,1,19,35,22,55,7.5735286916855555,12
38.0,4.6,Stormy,Low,1,motorcycle,0.0,No,Urban,2022,3,11,10,35,10,20,3.1050761845074675,20
25.0,4.9,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,26,18,30,18,20,9.181151801248024,19
25.0,4.7,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,2022,2,12,23,50,23,45,17.29786575291325,24
35.0,4.5,Sunny,Medium,2,scooter,1.0,No,Metropolitian,2022,3,17,18,55,18,50,4.656788095044164,15
30.0,4.8,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,4,19,35,23,50,10.641572477284369,35
37.0,4.5,Stormy,Low,2,scooter,1.0,No,Metropolitian,2022,4,5,10,5,9,50,3.0406653633176117,27
39.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,2022,4,1,10,5,9,55,1.5093764432901144,18
39.0,4.7,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,27,17,40,17,30,11.917649947586655,20
,,,,3,motorcycle,2.0,No,Metropolitian,2022,3,2,18,35,19,35,13.971968544834215,32
35.0,4.7,Sunny,Medium,2,scooter,0.0,No,Metropolitian,2022,4,6,17,15,17,10,19.894269594418525,24
24.0,4.7,Sunny,Medium,1,motorcycle,1.0,No,,2022,3,15,18,40,18,25,7.562950099273998,16
25.0,4.5,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,18,18,30,18,15,10.64140776322114,32
27.0,4.7,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,21,18,20,18,10,7.646049300624548,23
30.0,4.8,Stormy,Jam,0,motorcycle,0.0,Yes,Metropolitian,2022,2,12,21,50,21,40,20.06797119550767,43
37.0,5.0,Stormy,High,0,motorcycle,0.0,Yes,Metropolitian,2022,3,5,11,15,11,10,1.532229188735096,43
23.0,4.9,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,2022,3,2,17,50,17,45,20.17741678822261,41
30.0,4.7,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,24,8,40,8,35,3.1047992381869647,23
30.0,4.6,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,6,18,45,18,35,12.161009703058534,32
30.0,4.8,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,2022,3,14,17,55,17,45,17.07794943732462,25
23.0,4.5,Sandstorms,Low,2,motorcycle,1.0,No,Urban,2022,3,13,22,35,22,20,4.5607604314529,15
24.0,4.6,Windy,Jam,2,electric_scooter,0.0,No,Urban,2022,3,20,21,45,21,35,20.181161774852512,19
26.0,4.8,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,23,22,20,22,10,13.970572124439776,18
27.0,4.1,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,11,10,25,10,20,3.0188284633848217,16
20.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,24,16,15,16,10,6.037605711784208,28
24.0,4.4,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,3,19,50,19,35,4.663344843093785,32
32.0,4.8,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,2022,3,7,8,25,8,10,3.145067434621583,20
35.0,4.9,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,15,15,30,15,20,6.037990253487766,28
27.0,3.7,Sunny,Jam,0,motorcycle,3.0,No,Urban,2022,4,3,20,20,20,10,4.5607604314529,53
29.0,4.6,Sandstorms,Medium,0,motorcycle,2.0,No,Metropolitian,2022,2,18,18,50,18,35,20.44292976252901,38
25.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,20,20,30,20,25,12.435689047425509,15
38.0,4.6,Stormy,Low,1,scooter,1.0,No,Urban,2022,4,5,9,35,9,30,1.5147861398649296,26
33.0,4.9,Fog,Jam,0,motorcycle,1.0,No,Urban,2022,3,21,21,20,21,10,7.7626058902454,27
20.0,4.7,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,19,9,35,9,30,1.552331352726081,21
22.0,4.1,Sunny,Jam,0,motorcycle,3.0,No,Metropolitian,2022,3,17,19,30,19,25,7.546401421474661,54
38.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,2,19,35,23,55,13.61244755449679,26
28.0,4.6,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,2022,2,11,9,55,9,40,3.145067434621583,11
39.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,12,22,10,19,35,13.830756172608512,47
22.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Urban,2022,3,23,18,5,17,50,16.635223376953338,37
32.0,5.0,Windy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,28,21,45,21,35,7.658776111980611,25
38.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,21,17,20,17,10,4.656788095044164,32
34.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,2,17,8,30,8,20,3.087888623548509,26
20.0,4.9,Stormy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,27,18,10,17,55,14.022253080995233,22
31.0,4.1,Stormy,High,2,scooter,0.0,No,Metropolitian,2022,3,9,12,40,12,35,6.209485214483087,33
29.0,4.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,12,19,20,19,15,17.29786575291325,36
,,,,3,motorcycle,1.0,No,Urban,2022,4,3,17,50,19,35,7.546680469081603,21
22.0,4.7,Windy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,31,18,5,17,55,12.25701219409813,16
32.0,4.9,Sunny,High,0,motorcycle,0.0,No,Metropolitian,2022,3,3,13,35,13,20,6.050033592458703,21
38.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,2,23,20,23,10,12.233735310134827,26
34.0,5.0,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,3,8,19,55,19,45,11.916994721599234,19
29.0,4.6,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,2,13,17,15,17,10,4.634551589453643,12
25.0,4.9,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,23,22,40,22,35,10.586910515510665,11
37.0,5.0,Stormy,Medium,0,motorcycle,1.0,No,Urban,2022,3,11,19,35,15,55,6.147194518583351,25
38.0,4.8,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,3,30,19,35,22,55,4.544215521132342,23
38.0,4.7,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,23,20,10,19,35,16.85352490584544,49
25.0,4.6,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,8,21,55,21,45,12.116946920849994,37
31.0,4.4,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,20,20,30,20,20,16.819856608097247,38
20.0,4.9,Fog,Jam,2,motorcycle,2.0,No,Metropolitian,2022,2,12,21,5,20,50,13.215391250313631,41
21.0,4.6,Fog,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,28,23,40,23,30,4.544194013501194,12
31.0,4.9,Fog,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,30,9,35,9,25,1.5318406299867455,22
29.0,4.5,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,27,18,50,18,35,17.07559440107296,15
27.0,4.9,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,6,19,45,19,40,20.18348136584519,40
28.0,4.9,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,4,6,21,30,21,15,20.176709024393567,17
36.0,4.9,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,11,21,30,21,20,7.324963249883455,38
37.0,5.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,2022,2,13,11,20,11,15,3.08823797953004,31
36.0,4.4,Stormy,Medium,1,scooter,1.0,No,,2022,3,6,17,50,17,45,12.100079055614344,33
32.0,4.7,Sunny,High,1,motorcycle,0.0,No,Urban,2022,3,1,15,15,19,35,6.080949025950904,18
26.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,6,19,35,23,55,19.88997830374344,24
39.0,4.6,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,16,18,25,18,15,10.60216485230212,31
39.0,3.6,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,2022,4,2,21,45,21,35,20.253748386838097,37
36.0,4.8,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,26,9,10,8,55,1.5092307910796248,22
29.0,4.9,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,13,19,5,18,55,4.663419307399213,28
22.0,4.9,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,26,19,35,19,25,7.772038818805718,12
26.0,4.5,Windy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,3,12,5,11,50,3.019099196741175,16
36.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Urban,2022,3,23,21,15,21,10,12.099096916817196,30
20.0,4.6,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,3,5,11,10,19,35,3.1161470193369545,19
32.0,3.8,Stormy,Jam,1,scooter,1.0,No,Urban,2022,3,18,21,50,21,35,20.44292976252901,34
39.0,4.4,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,3,10,50,10,35,3.104632093351238,30
37.0,4.6,Windy,High,0,motorcycle,3.0,No,Metropolitian,2022,4,1,12,5,19,35,1.4899109729390851,49
21.0,4.9,Stormy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,24,15,30,15,25,6.232321450753526,26
22.0,4.8,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,31,17,25,17,15,10.724517748046024,16
35.0,4.4,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,12,21,5,19,35,12.421212735966002,36
29.0,3.3,Sunny,Low,2,electric_scooter,2.0,No,Metropolitian,2022,3,8,23,30,23,15,20.18272811483292,36
36.0,4.8,Stormy,Low,1,scooter,,No,Metropolitian,2022,3,26,9,45,9,40,1.5545063327088608,28
24.0,4.5,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,11,9,40,9,35,3.0188687420087144,17
25.0,4.5,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,25,21,25,21,20,19.976027554946448,44
,,Stormy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,10,18,30,19,35,13.766192440641818,34
38.0,4.8,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,17,23,20,23,10,9.263556234288137,20
35.0,4.8,Fog,Jam,0,motorcycle,3.0,No,Metropolitian,2022,3,6,19,55,19,40,12.161417162421785,46
39.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,4,1,19,35,8,45,3.1089255711547725,13
34.0,4.6,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,1,11,45,11,40,3.1161417126181274,28
36.0,5.0,Fog,Low,2,electric_scooter,0.0,No,Urban,2022,2,17,22,15,22,10,9.435201537430713,17
36.0,4.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,23,20,30,20,25,16.83046129455743,33
26.0,4.9,Cloudy,Jam,2,scooter,1.0,No,Urban,2022,3,8,20,40,20,35,20.44292976252901,40
28.0,4.6,Windy,Low,1,motorcycle,0.0,,Metropolitian,2022,3,15,11,10,19,35,1.5368334425195926,10
25.0,4.5,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,21,23,30,23,15,7.5620793211870625,17
31.0,4.9,Fog,High,0,motorcycle,1.0,No,Metropolitian,2022,4,1,12,40,12,25,6.290134677634678,27
26.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Urban,2022,3,10,17,50,17,40,19.659254035109218,28
34.0,4.2,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,4,19,45,19,30,20.18125982649362,42
35.0,4.4,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,19,35,10,55,1.5524290130723983,30
31.0,4.7,Sunny,Low,1,motorcycle,1.0,No,Urban,2022,3,2,22,50,22,45,17.097896810816284,19
37.0,4.6,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,2022,3,26,23,35,23,25,9.326113870789774,29
29.0,4.7,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,4,2,21,5,19,35,17.078706390631634,38
27.0,4.8,Cloudy,Low,2,motorcycle,1.0,No,Urban,2022,2,14,19,35,22,55,20.50759596974148,24
36.0,4.5,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,16,20,25,20,15,19.618968653878262,33
38.0,4.7,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,27,18,50,18,45,10.90625737157066,46
28.0,4.6,Sandstorms,Jam,2,scooter,1.0,No,Urban,2022,4,6,20,5,19,35,16.3938118808,25
37.0,5.0,Windy,Medium,2,scooter,1.0,No,Urban,2022,3,2,18,35,18,30,16.72060564152958,24
25.0,4.7,Sandstorms,Low,1,motorcycle,,,Urban,2022,3,24,22,30,22,15,7.761779919073711,10
33.0,4.7,Windy,High,0,motorcycle,0.0,No,Metropolitian,2022,2,15,12,35,12,30,6.039377797768856,33
25.0,4.8,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,11,23,50,23,45,7.573406195224182,15
23.0,4.9,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,2022,3,6,21,50,21,35,20.253686339517454,43
37.0,4.6,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,4,22,45,22,40,12.4179077297463,28
36.0,5.0,Windy,High,0,motorcycle,2.0,Yes,Metropolitian,2022,3,5,14,20,14,15,6.080891507842322,48
35.0,4.6,Cloudy,High,0,motorcycle,0.0,No,Urban,2022,3,26,11,20,11,10,3.073677586371296,28
24.0,4.8,Fog,Medium,0,motorcycle,0.0,Yes,Urban,2022,4,4,18,50,18,40,12.256076445468295,44
28.0,4.7,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,4,19,35,19,30,17.07644834661623,24
22.0,4.8,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,12,20,30,20,15,13.97194896017493,30
38.0,4.0,Stormy,Medium,1,scooter,0.0,No,Metropolitian,2022,4,5,18,30,18,20,4.591636071834256,33
29.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,9,18,10,19,35,9.074744674241003,22
25.0,3.5,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,3,4,22,25,22,10,10.907140151568116,41
37.0,4.7,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,25,19,35,22,45,12.074047498027577,20
33.0,4.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,18,17,35,17,25,10.428102699087152,40
34.0,4.5,Sandstorms,Low,1,motorcycle,0.0,No,Urban,2022,3,14,23,45,23,35,13.406088270680277,18
27.0,4.7,Sandstorms,Medium,2,motorcycle,,No,Metropolitian,2022,3,15,15,35,15,20,5.958808071070684,20
37.0,4.1,Cloudy,Low,0,motorcycle,1.0,Yes,Metropolitian,2022,3,18,22,25,22,15,20.44292976252901,40
,,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,13,23,5,22,55,7.564859910416516,21
26.0,4.6,Windy,Low,1,scooter,0.0,No,Metropolitian,2022,4,5,23,40,23,30,9.087720328091445,11
32.0,4.8,Fog,Jam,2,scooter,1.0,No,Metropolitian,2022,3,13,21,30,21,20,7.862668167410368,27
37.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,12,17,45,17,35,11.720801597550349,42
35.0,4.6,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,3,23,5,22,50,4.527973054243058,15
21.0,4.9,Fog,Jam,0,motorcycle,2.0,No,,2022,4,6,22,5,21,50,20.20779793335816,35
35.0,4.7,Sunny,Low,0,motorcycle,0.0,No,Urban,2022,2,11,19,35,23,50,4.681601685199838,21
32.0,5.0,Windy,Medium,1,motorcycle,0.0,No,Urban,2022,2,14,18,55,18,50,20.44292976252901,28
27.0,4.8,Sunny,Jam,2,scooter,0.0,No,Metropolitian,2022,3,11,19,20,19,15,4.596666925181527,18
28.0,4.7,Windy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,1,18,50,18,45,9.192703790075944,20
38.0,4.6,Cloudy,Medium,0,motorcycle,0.0,No,Urban,2022,3,19,17,15,17,10,7.448298968601334,26
36.0,4.7,Sunny,Low,2,scooter,0.0,No,Urban,2022,2,15,10,10,9,55,3.1210525597446206,11
38.0,4.6,Windy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,5,19,35,14,45,6.232403352170867,33
22.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,2022,3,7,18,10,17,55,9.435201537430713,14
39.0,4.6,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,3,19,15,55,15,45,6.210618323092562,23
27.0,4.6,Fog,Low,0,motorcycle,,No,Metropolitian,2022,4,1,22,50,22,35,9.192881349038217,15
33.0,5.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,25,22,15,19,35,10.906039889040942,26
26.0,4.7,Stormy,High,1,scooter,0.0,No,Metropolitian,2022,2,17,11,25,11,15,3.145067434621583,26
31.0,4.8,Sunny,Jam,1,scooter,,No,Metropolitian,2022,4,5,20,15,19,35,4.527535939190659,19
39.0,4.7,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,3,28,17,50,17,45,7.649724402449684,30
37.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,11,17,25,17,15,8.953218695316846,29
21.0,4.8,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,6,18,55,18,50,10.602589325657693,42
33.0,5.0,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,2022,3,12,21,30,21,25,12.100062421152574,53
34.0,3.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,10,17,50,17,35,20.253748386838097,33
23.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,,2022,2,16,23,20,23,10,13.735965288529387,24
20.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,5,22,15,19,35,7.79036212453358,22
35.0,4.4,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,27,19,35,23,50,12.09869993627986,36
39.0,4.6,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,26,8,45,8,40,2.979633300639129,29
26.0,5.0,Stormy,Low,2,motorcycle,1.0,No,Urban,2022,3,16,22,45,22,30,11.00773476374462,19
28.0,4.9,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,14,21,35,21,25,10.906065218662736,18
29.0,4.6,Cloudy,Medium,2,motorcycle,0.0,No,,2022,2,13,18,50,18,45,4.405680947752368,14
23.0,4.9,Sunny,Medium,2,motorcycle,1.0,No,Urban,2022,2,16,17,35,17,25,11.93700678113574,16
